Schüler-ID,Alter,Geschlecht,Ethnizität,Bildung_der_Eltern,Lernzeit_pro_Woche,Fehlzeiten,Nachhilfe,Unterstützung_durch_Eltern,Extracurricular,Sports,Musik,Ehrenamt,Notendurchschnitt,Note
1303,17,1,3,2,17.431037129164956,17,0,2,0,0,0,0,3.6624450197901233,5.0
1304,16,1,1,0,8.934790506227856,15,0,4,0,0,0,0,3.0153400814428255,5.0
1305,16,1,1,2,6.859330394001564,4,0,2,0,1,1,0,1.939118344033051,2.0
1306,15,1,0,1,2.764911312681142,7,1,1,0,0,0,0,2.6071026415749996,4.0
1307,18,1,2,0,8.789307487168843,13,0,4,0,0,0,0,2.9162030099032012,4.0
1308,16,1,2,0,9.926455425687577,4,0,4,0,1,0,1,1.3542619512295602,1.0
1309,18,0,1,3,8.072933889869557,25,0,1,1,0,0,0,4.677713918374593,5.0
1310,16,0,3,1,13.573201876537942,27,0,3,0,1,0,0,3.870485665638454,5.0
1311,18,1,0,0,8.41793057518452,23,0,2,1,0,0,0,4.369243056133389,5.0
1312,17,0,0,2,19.228351556931468,7,0,2,0,0,1,1,1.8427703611959072,2.0
1313,18,1,2,3,11.985550356471837,24,0,1,0,0,0,0,4.319912212503347,5.0
1314,17,1,2,1,16.14955871303818,25,0,0,0,0,0,0,4.203640152113352,5.0
1315,17,0,0,2,2.187118062189577,5,1,1,0,1,0,0,2.155960785074409,3.0
1316,18,1,0,0,7.945825858918114,15,1,0,0,1,0,0,3.746548145784141,5.0
1317,17,1,0,2,6.736954028943054,27,0,4,0,0,0,0,4.465491119461144,5.0
1318,15,1,0,2,11.389647762731837,3,1,3,1,0,0,0,1.808953881780083,2.0
1319,17,1,2,2,17.222270401228513,11,0,3,0,0,1,0,2.18457872469088,3.0
1320,16,0,1,1,1.5667643552401334,10,0,3,0,0,0,0,2.8428776967349045,4.0
1321,18,1,0,1,1.4514959608942155,2,0,1,1,0,0,0,2.2761719395989353,3.0
1322,15,1,0,1,17.00635416315198,11,0,4,1,0,0,0,2.372306094445653,3.0
1323,18,1,0,1,4.257001720767148,29,1,3,1,1,0,0,4.087584379164574,5.0
1324,16,0,0,0,13.375065088996276,4,0,2,0,0,0,0,2.390376918182549,3.0
1325,16,1,1,2,10.857562647216104,5,1,1,0,1,0,0,2.018007744593842,3.0
1326,16,0,3,4,16.657871897744588,18,0,3,0,0,0,0,3.3749172263038023,5.0
1327,17,0,2,4,2.5017781967280706,17,0,3,0,1,0,0,3.638301582140593,5.0
1328,17,1,0,3,2.595659314452225,15,1,3,0,0,0,0,3.0830381038705656,5.0
1329,18,1,2,2,11.13636720556615,22,0,0,0,0,0,0,3.988746805383249,5.0
1330,18,0,2,2,18.92757306716742,10,0,1,1,1,0,0,2.6678409594948813,4.0
1331,15,1,2,1,8.299955167415085,4,0,2,1,1,1,0,1.612061652234007,2.0
1332,15,0,0,2,6.538842005093899,8,0,3,0,1,0,0,2.615309208641592,4.0
1333,18,0,0,2,12.133786463957716,2,0,0,0,0,0,0,2.2191830043895076,3.0
1334,17,1,0,2,18.608972010900622,29,0,2,0,1,0,1,4.465164246460526,5.0
1335,16,1,0,2,16.738556656892474,7,0,2,0,0,0,0,2.457785651217963,3.0
1336,18,0,0,1,19.9096722146644,5,0,3,0,0,0,0,1.9928709325687195,2.0
1337,15,0,0,1,0.4513716640475418,3,0,2,1,0,0,0,2.0141901856231894,3.0
1338,17,0,0,3,2.2571628942552446,11,0,2,0,1,0,0,3.0506939426716992,5.0
1339,18,0,2,0,12.18935526733244,11,0,3,0,0,0,0,2.8521548036365014,4.0
1340,18,1,0,2,16.411528786676996,24,0,4,0,0,0,1,3.8242319747641593,5.0
1341,17,1,0,3,5.704886846135331,20,0,1,1,0,0,0,3.5996367459055794,5.0
1342,18,1,3,2,4.784221760684375,15,0,1,1,0,1,0,3.2444559766586085,5.0
1343,17,1,3,2,15.739515987624015,9,0,4,1,0,1,0,2.099903760794452,3.0
1344,16,1,2,1,1.1276370770646316,21,0,2,0,0,0,0,3.9665405093098434,5.0
1345,17,0,3,1,7.387652951651702,13,0,3,0,0,0,1,3.0922576366128487,5.0
1346,17,1,1,3,10.116184451846594,12,0,3,0,0,0,0,3.119090710234524,5.0
1347,17,1,3,2,11.206973487006469,8,0,1,0,1,1,0,2.385049646050207,3.0
1348,18,1,0,2,14.572303135855538,6,0,3,1,0,1,0,1.8928644064273885,2.0
1349,18,1,0,0,7.096914468613164,11,0,3,0,0,0,0,3.6135354384999907,5.0
1350,17,1,0,0,12.253686893492144,4,0,2,0,0,0,0,2.1662399281551883,3.0
1351,18,0,0,4,11.707508455819127,17,0,0,0,0,1,0,3.9138486026450083,5.0
1352,15,0,0,1,10.952322013074944,3,0,4,0,0,0,0,2.125962639964697,3.0
1353,15,0,1,2,12.809665862844245,1,0,2,0,1,0,0,2.1043286953408162,3.0
1354,18,1,2,0,5.188983421361526,2,1,3,0,0,0,0,1.8186923977228893,2.0
1355,18,0,1,2,1.6929750716925795,25,0,3,0,0,0,0,4.528716891156568,5.0
1356,17,0,0,3,2.3854334407948685,11,1,2,0,0,0,0,2.7886204720266488,4.0
1357,16,1,2,2,4.491647653078021,2,1,3,1,1,0,0,1.6247477447539191,2.0
1358,18,1,1,1,10.003958710455706,3,0,4,0,1,0,0,1.796141809203073,2.0
1359,15,1,0,2,16.808855010920404,5,0,2,0,0,1,0,1.6498208894075126,2.0
1360,17,0,1,2,14.025866841767682,11,0,2,0,0,0,0,3.274208470257286,5.0
1361,18,0,0,2,15.780812084040942,18,0,4,1,0,0,0,2.7833961853038978,4.0
1362,15,1,0,3,7.019512478521827,9,0,1,1,0,0,1,2.9953726829925116,4.0
1363,15,1,3,2,8.093074832971004,29,1,0,0,0,0,0,4.284257954455326,5.0
1364,16,0,0,3,7.873637719812256,0,1,4,0,0,1,0,1.1193599151302576,1.0
1365,17,0,0,2,3.8374636880900304,16,0,3,1,0,1,0,3.310471841581056,5.0
1366,17,1,2,1,1.2243331628714405,15,0,4,1,1,0,1,3.242021196498573,5.0
1367,16,1,2,1,11.818321856544536,8,0,0,0,0,0,0,2.863600453759612,4.0
1368,16,0,0,1,19.784333668411723,24,1,1,0,1,0,0,4.088431729353312,5.0
1369,17,1,0,3,3.3365940990052567,20,1,1,0,0,0,0,3.8621988897943984,5.0
1370,17,0,0,2,0.9336963979854752,8,1,3,1,0,0,1,2.65073507263312,4.0
1371,18,0,1,2,15.59063363647866,26,0,3,0,0,0,0,4.376252563452712,5.0
1372,18,0,0,1,5.051720133694484,22,0,2,0,0,1,0,4.658970554074873,5.0
1373,16,0,0,1,16.59287610705857,8,0,0,0,0,0,0,2.776186333248302,4.0
1374,18,1,3,2,14.078733340690308,11,0,3,0,0,0,1,2.671759615369848,4.0
1375,15,1,1,2,18.91347074101609,22,1,2,1,0,0,0,3.3769221779911494,5.0
1376,18,0,0,1,8.178544715133441,8,1,1,1,0,0,0,2.799103678471405,4.0
1377,18,0,1,2,13.239396789012684,14,0,4,0,1,0,0,2.4158893449361374,3.0
1378,15,0,1,0,9.297095616265414,1,0,1,1,0,0,0,2.0034966957522977,3.0
1379,16,0,0,1,12.61177394617087,10,0,3,0,0,1,0,2.626006518564155,4.0
1380,15,0,0,2,8.991978120154746,10,1,3,1,0,0,0,2.1695955442904533,3.0
1381,18,1,2,1,3.7726449284814967,7,0,2,1,1,0,1,2.4748844661645104,3.0
1382,16,1,0,4,10.157948320067618,22,0,1,1,0,0,0,3.957018349411725,5.0
1383,18,1,1,1,10.571684028748846,5,0,2,1,0,0,1,2.338903096329784,3.0
1384,15,1,0,1,16.21207696520322,20,0,3,0,0,0,0,3.4004061122719493,5.0
1385,15,0,0,1,14.710414115871624,19,1,1,1,0,0,0,3.2005908508274956,5.0
1386,18,0,0,2,13.275832478828882,6,0,3,0,0,0,0,2.3423614433039925,3.0
1387,17,0,0,2,2.2677419110514507,2,0,4,0,0,0,0,2.001515938116902,3.0
1388,17,0,0,2,14.4123258132743,7,0,4,0,0,1,0,2.022591567107318,3.0
1389,15,0,0,0,10.006103127090295,17,0,2,0,0,0,0,3.6248358630521924,5.0
1390,15,1,2,0,17.881990722123184,16,0,3,1,0,0,1,3.15113355980876,5.0
1391,17,0,3,2,18.39741868261085,10,0,4,0,0,0,0,2.557543799870728,4.0
1392,17,1,2,3,1.1031318120357092,1,0,2,1,0,0,0,2.1439614856467886,3.0
1393,18,1,2,3,16.412831207089575,24,1,1,1,0,0,0,3.793849769744901,5.0
1394,18,1,0,0,0.7539478084534124,20,0,1,1,1,0,0,4.104097009600922,5.0
1395,17,1,3,2,7.343392513900453,26,0,1,0,0,0,0,4.726809070841657,5.0
1396,18,0,0,3,10.845999512421582,23,0,3,0,0,1,0,4.3324910389349505,5.0
1397,18,1,3,1,2.962015972542549,18,0,2,0,0,0,0,3.910559395847571,5.0
1398,16,1,3,3,14.926276251381536,6,0,3,0,0,0,0,2.186788991878373,3.0
1399,18,1,2,1,0.1670940834427714,17,1,3,1,0,0,1,3.1312414102928026,5.0
1400,15,0,3,3,3.3719809686807367,7,0,3,1,1,0,0,1.9643064044891574,2.0
1401,18,0,1,2,11.615936597069512,13,0,3,0,0,0,1,2.86464319871254,4.0
1402,18,0,0,3,14.287751240745848,6,0,0,1,0,1,0,1.9618838707900088,2.0
1403,17,1,0,2,18.332862053878323,27,0,3,0,1,0,0,4.005870589613254,5.0
1404,15,1,1,1,14.109933038692477,20,0,2,0,0,0,0,3.7674428342671806,5.0
1405,18,0,0,3,13.43558540509732,27,0,2,0,1,0,0,4.1355962570004206,5.0
1406,18,1,1,1,7.886822927013286,26,0,0,0,0,0,0,4.884768145151173,5.0
1407,16,0,3,1,0.0256885105360282,3,0,4,1,0,0,0,2.065413694733513,3.0
1408,18,0,0,2,2.403185174712439,16,0,4,1,0,0,0,2.9530611828903717,4.0
1409,18,1,2,2,10.691090895120784,4,0,2,1,0,0,0,1.9345268663657649,2.0
1410,16,1,3,3,13.502597716888394,11,0,2,0,1,0,0,2.562973699885728,4.0
1411,17,1,3,1,8.34896567792925,8,0,3,0,1,0,0,2.572385364042328,4.0
1412,18,1,3,2,14.613580230567804,25,0,1,0,0,0,0,4.222849045240809,5.0
1413,16,0,1,2,10.437245906643575,19,1,1,1,1,1,0,3.120424554833268,5.0
1414,15,0,3,0,1.4835239118862442,12,0,3,0,0,0,0,3.403425125595401,5.0
1415,17,0,2,1,3.8403250193589766,24,0,1,0,1,0,0,4.2954047565353415,5.0
1416,15,0,0,1,16.799964464878858,27,0,2,1,1,0,0,4.235813302610351,5.0
1417,15,0,0,1,14.49825493248879,17,1,2,1,0,0,0,3.496583320694687,5.0
1418,16,1,2,4,17.8952397402499,19,1,2,1,0,0,0,3.4741621378438734,5.0
1419,18,0,0,2,2.351144982418732,8,0,1,1,1,0,0,2.7291588924755836,4.0
1420,16,0,1,2,19.80445069230148,3,0,2,0,0,0,0,1.5976474613555478,2.0
1421,16,0,1,4,4.188134278998672,20,1,2,0,1,0,0,3.561795031632375,5.0
1422,16,1,0,1,0.2355975257328402,26,0,2,0,0,1,0,4.663428701391845,5.0
1423,16,1,1,3,19.94845878107108,7,0,3,0,0,0,0,1.8877188634794613,2.0
1424,17,1,2,2,5.621477708902263,0,1,4,0,0,1,0,1.2293052781577152,1.0
1425,18,1,0,3,13.360389050251198,16,0,1,0,0,0,0,3.344386677477949,5.0
1426,15,0,0,1,3.533646283526104,24,0,3,1,0,0,1,3.949530308440325,5.0
1427,15,0,0,3,11.604570643982834,8,1,1,0,0,1,0,2.4646087163113215,3.0
1428,18,1,0,1,18.080699729091187,19,0,2,0,0,0,1,3.6039095057547508,5.0
1429,15,1,3,1,6.403623348568772,12,0,2,1,1,0,0,2.974583017600545,4.0
1430,18,0,0,2,13.405079520887185,1,0,2,0,0,0,0,1.7316974521468076,2.0
1431,15,0,1,1,3.75807177596833,12,0,3,1,1,0,0,2.982781961156684,4.0
1432,16,1,0,2,12.495907974374504,8,0,2,1,0,0,0,2.6023174205084416,4.0
1433,15,1,0,2,6.729007036350203,29,0,2,1,0,0,0,4.712132676670877,5.0
1434,18,1,2,2,4.224165171759033,19,0,3,0,1,1,0,3.45128978886497,5.0
1435,18,1,2,1,6.263641014072703,5,1,1,1,0,0,0,2.094757887692739,3.0
1436,18,0,0,0,3.576821370155987,27,0,1,0,1,0,0,4.751022868769274,5.0
1437,18,0,0,1,18.03832215675765,0,1,0,1,0,0,0,1.5815901334538016,2.0
1438,18,0,0,2,7.943737726342577,27,1,1,0,0,0,0,4.417079113531042,5.0
1439,17,1,0,1,4.905586099487347,24,0,2,0,1,0,0,4.069971354086478,5.0
1440,17,1,1,1,8.968156820318658,4,0,2,1,0,1,0,2.320914281941812,3.0
1441,15,0,0,1,6.410723336129911,2,1,1,0,0,0,1,1.8937695750155488,2.0
1442,18,0,0,0,14.88838507626652,3,0,0,1,0,0,1,2.218712116299968,3.0
1443,15,0,0,2,19.424398237709887,0,0,3,0,1,1,1,1.0,1.0
1444,18,0,3,3,8.760673133952936,13,0,3,1,1,1,0,2.6672160363666895,4.0
1445,18,1,3,1,17.220667999444807,8,1,4,1,0,0,0,1.9322816301534456,2.0
1446,17,0,0,2,11.31726147119239,29,0,4,0,1,0,0,4.130876613691445,5.0
1447,17,0,2,2,3.1447133018846696,23,0,4,0,1,0,1,3.4794961226199934,5.0
1448,16,0,0,2,13.812454841626831,3,0,3,1,1,1,1,1.7101768578240173,2.0
1449,17,0,0,2,10.268689942516405,17,1,3,1,0,0,0,2.8242607073280257,4.0
1450,16,0,2,2,13.01213046504207,13,0,1,0,0,0,0,3.147571309183063,5.0
1451,16,0,3,2,17.7937482514333,24,0,3,1,1,0,1,3.5227112296026286,5.0
1452,16,0,3,0,8.808691413120922,3,0,0,0,0,0,0,2.121073137431964,3.0
1453,16,1,1,2,18.023552464347112,24,0,3,0,1,1,0,3.9419492279013375,5.0
1454,16,1,0,2,15.013380285633096,9,0,2,0,0,0,1,2.427109579895834,3.0
1455,15,1,2,0,9.772098517559694,2,0,3,1,0,1,0,1.4122644129222515,1.0
1456,17,1,0,1,12.064442713159274,22,0,0,1,1,0,1,3.69858198620074,5.0
1457,16,0,1,4,6.511622650380229,6,1,2,0,1,1,0,1.7905068640967907,2.0
1458,18,1,0,2,19.671945994775484,9,0,2,0,0,0,0,2.4627693609463037,3.0
1459,17,1,1,2,13.34702326100792,12,0,1,1,0,0,0,3.0106042407427993,5.0
1460,17,0,0,3,0.8769370499325979,3,1,2,0,1,1,0,1.9957666971989063,2.0
1461,16,0,0,2,6.532438114960176,17,0,0,1,1,0,0,3.4864832441202607,5.0
1462,15,1,3,2,12.46628867518115,10,0,2,0,0,0,1,2.827259448299023,4.0
1463,16,1,0,2,1.126665555984796,24,1,2,0,0,0,1,4.358350831375327,5.0
1464,15,0,1,3,0.4776838263828553,3,0,3,0,1,0,0,2.2464097682010036,3.0
1465,18,1,0,2,9.000484790556051,23,0,2,1,0,1,0,3.961511647529133,5.0
1466,17,0,0,2,6.6538035938534,13,0,2,1,1,0,0,2.744980897068863,4.0
1467,18,0,0,1,8.765972160663317,17,0,4,0,0,0,0,3.333297742478401,5.0
1468,15,0,0,4,5.253866197600104,7,0,2,0,0,0,0,2.500540570364973,4.0
1469,15,0,2,2,3.2943549388596183,26,1,2,0,0,0,0,4.721784540760928,5.0
1470,18,1,0,0,13.782867139606754,9,0,2,1,0,0,0,2.3624057718676417,3.0
1471,15,0,3,3,10.29142232535601,4,0,3,1,1,0,1,1.9428782717877184,2.0
1472,18,0,1,2,4.003084224987337,22,0,2,1,1,0,0,3.638067172788092,5.0
1473,17,1,0,0,6.391788525199966,6,1,2,1,0,1,0,1.7610682822641888,2.0
1474,18,0,1,2,11.83615815326652,11,1,3,1,1,0,0,2.426965614943254,3.0
1475,17,1,1,2,1.444586965449557,24,0,0,0,0,0,0,5.0,5.0
1476,18,1,2,3,2.949060185323591,2,1,3,0,1,0,1,1.8560901218789838,2.0
1477,15,1,0,1,1.4649120821478023,25,1,2,1,0,0,0,3.9535365997032903,5.0
1478,18,0,0,3,16.246346654282377,3,0,2,0,0,0,1,2.131425771779187,3.0
1479,15,1,2,2,15.048184664240186,9,0,3,0,0,0,0,2.3605527084253772,3.0
1480,18,1,3,0,15.06625863758514,3,0,1,0,0,0,0,2.330250067403665,3.0
1481,18,0,2,4,14.32650686952056,14,1,3,0,1,1,0,2.205114717465775,3.0
1482,16,1,0,2,13.387708473397383,28,1,4,0,0,0,1,3.8134302708076944,5.0
1483,15,1,2,1,9.5398383075635,9,0,2,0,0,0,0,2.479824741445703,3.0
1484,16,1,0,2,12.8455632701423,20,0,4,0,0,1,0,3.398921511931741,5.0
1485,15,1,0,3,0.767231095759493,29,0,0,0,0,0,0,5.0,5.0
1486,16,1,0,1,12.429288453135692,21,1,3,0,0,1,0,3.404945241244565,5.0
1487,17,0,1,1,15.557554110737543,15,1,2,1,0,0,0,2.777997146904265,4.0
1488,18,1,0,1,10.007167207687804,14,0,2,0,0,0,1,3.384906851516333,5.0
1489,15,1,0,1,7.150266568544739,18,0,1,1,1,0,1,3.324080569285619,5.0
1490,15,0,2,2,5.548534696019583,28,0,2,1,0,0,0,4.785680496415661,5.0
1491,18,0,0,2,12.85604100324165,19,1,1,1,0,0,0,3.443234443091679,5.0
1492,15,0,0,1,13.856023972598177,18,0,4,1,1,0,0,2.845800646610068,4.0
1493,15,1,0,1,17.41935199725085,17,0,3,0,1,0,0,2.9293306876020586,4.0
1494,16,0,3,1,6.846681649219814,25,1,1,0,1,0,0,4.432762893200005,5.0
1495,15,1,1,3,15.395446147711713,11,0,1,1,0,0,0,2.837311892079784,4.0
1496,17,1,0,1,11.22711648378676,24,1,3,0,0,1,0,3.7087695740569107,5.0
1497,17,0,2,4,17.656729813561583,15,0,2,0,1,1,0,2.659843610895305,4.0
1498,18,0,2,2,10.556242165912415,0,0,1,0,0,0,0,2.076030259936951,3.0
1499,15,1,0,1,10.352596567959344,15,1,2,1,0,1,0,2.8098533982208274,4.0
1500,18,0,1,3,11.557541628818182,1,0,2,0,0,0,0,1.9257858079928685,2.0
1501,17,1,2,2,14.986307102848688,23,0,1,0,0,0,0,3.9905696781510427,5.0
1502,15,0,1,2,19.293809576569217,14,0,3,1,1,0,0,2.881499398076103,4.0
1503,15,0,0,4,1.471267084315313,6,0,3,1,0,0,0,2.384652052360154,3.0
1504,18,0,2,0,1.0686920478203432,27,0,0,0,1,1,0,4.584069492822157,5.0
1505,17,1,1,0,18.75100674814677,0,1,4,1,0,0,0,1.0529070357798225,1.0
1506,15,0,0,2,10.597512510364124,4,1,2,0,1,0,0,1.9826467729167474,2.0
1507,18,1,0,1,12.298060291338722,9,1,1,1,0,0,0,2.186213708945042,3.0
1508,17,1,0,1,9.648472031894578,21,0,1,0,0,0,0,4.230363878543931,5.0
1509,18,1,0,0,1.8731490521494896,20,1,1,0,0,0,0,4.107733864832087,5.0
1510,16,1,2,0,15.36178756837333,3,1,2,1,1,0,0,1.333709173472517,1.0
1511,15,0,0,2,14.94449290177174,13,0,1,0,1,0,0,3.598451761234201,5.0
1512,16,1,0,1,6.23406642985624,12,0,2,0,0,0,1,3.576661663824783,5.0
1513,17,1,1,2,6.124784904568008,0,0,1,1,0,0,1,1.850355256474487,2.0
1514,16,0,0,2,16.75682761811037,15,1,3,0,1,0,1,2.646268848243462,4.0
1515,16,1,3,2,1.4471451548265324,22,0,3,1,1,0,0,3.8386456486646745,5.0
1516,17,0,0,0,17.622102967131315,8,1,2,0,0,0,0,2.3528040141263147,3.0
1517,18,1,0,2,5.1332337979182885,21,0,3,0,1,1,0,3.7010020151511673,5.0
1518,16,0,0,0,11.859694955109878,15,1,4,1,0,0,0,2.3558026316398455,3.0
1519,18,1,0,2,18.719883580035557,18,0,3,0,0,0,0,3.262010381278552,5.0
1520,16,0,0,3,13.56245003073293,14,0,2,0,0,0,0,2.9812231010034793,4.0
1521,18,1,2,2,8.288596249340731,25,0,2,0,1,0,0,4.282219502403105,5.0
1522,17,1,3,2,13.790684178108304,13,0,3,1,0,0,0,2.7324155991116093,4.0
1523,16,0,0,2,6.879592726327404,19,1,1,0,0,0,0,3.728505377033806,5.0
1524,17,0,1,1,5.545168326983722,9,1,2,0,1,0,0,2.3783331066070295,3.0
1525,16,0,2,3,19.933665558693598,20,0,2,0,0,0,0,3.771471494749962,5.0
1526,17,0,2,3,15.015804623595754,11,0,3,0,1,0,1,2.5046876390158532,4.0
1527,17,1,0,1,12.894399547636352,27,0,3,0,1,0,0,4.298238192166727,5.0
1528,16,1,0,2,7.105792864386375,0,0,2,1,1,1,0,1.1350231387036023,1.0
1529,16,0,0,3,0.9832165831009632,20,0,1,1,0,1,0,4.315348073927958,5.0
1530,16,1,2,4,0.6211375207031122,16,1,4,0,0,0,0,3.11414977631627,5.0
1531,15,0,2,2,11.083625108975976,8,1,0,0,1,0,0,2.6721672373193144,4.0
1532,18,0,0,2,15.240654420781022,22,0,0,1,0,1,0,4.119767187515681,5.0
1533,15,1,0,1,10.7475838088771,18,0,2,0,0,1,0,3.5880184930940735,5.0
1534,15,1,3,4,16.81570143878229,24,0,3,0,1,1,1,3.337468169624598,5.0
1535,17,1,2,1,0.6685306618644327,17,0,3,1,0,0,0,3.6584015231749984,5.0
1536,16,1,3,2,7.335041528518802,27,0,4,1,1,0,0,4.340797083672075,5.0
1537,18,1,2,1,4.741407823483561,6,0,1,0,0,1,0,2.846628793542154,4.0
1538,17,1,0,1,8.94545936314244,8,0,2,0,0,1,0,2.5568970800878046,4.0
1539,15,1,1,2,1.4475278638824496,21,0,1,0,0,0,0,4.7299114453658255,5.0
1540,16,0,1,4,19.08263283142145,25,0,3,0,0,1,0,3.683275376655822,5.0
1541,17,0,0,0,4.465108021387218,20,0,2,1,0,0,0,4.182285797614379,5.0
1542,16,0,1,2,18.44615550967169,11,0,0,0,1,0,0,2.943054030257022,4.0
1543,17,0,2,0,8.517863100733635,6,1,3,1,0,0,0,1.780666651925391,2.0
1544,16,0,0,1,19.71048266510436,13,1,2,0,0,0,0,2.7591299399618427,4.0
1545,15,1,2,2,11.081167669204214,14,1,2,0,1,0,0,3.0862002030986613,5.0
1546,18,0,1,2,18.616657283516147,14,0,3,0,0,1,0,2.759665623536698,4.0
1547,15,0,3,1,0.1069797738844569,5,0,1,1,0,0,0,2.745452413808284,4.0
1548,18,0,0,1,14.964776123618002,20,0,1,1,1,1,0,3.108699570061109,5.0
1549,16,0,0,0,18.061013062050307,13,0,1,0,0,1,0,2.7937736585223325,4.0
1550,17,0,1,1,2.794411339579081,1,1,2,0,1,0,0,1.664901845357989,2.0
1551,15,0,0,4,1.9225170346430296,7,0,1,1,1,0,0,2.5880135385286716,4.0
1552,18,0,2,3,8.491452143719112,12,0,3,0,1,0,0,2.8390214809579426,4.0
1553,15,1,2,1,18.673578122658704,22,0,1,0,1,0,0,3.834605636878734,5.0
1554,18,1,0,2,10.847731203808774,5,0,4,0,0,0,0,2.41649936360523,3.0
1555,15,0,1,3,10.549129274434645,4,1,1,0,1,0,0,1.982936744053772,2.0
1556,18,1,1,0,2.8225223659864374,4,0,1,1,1,0,1,2.4238253031814168,3.0
1557,18,1,0,3,0.0157902218643757,24,0,1,0,0,0,0,4.766650119528493,5.0
1558,16,1,3,3,16.202801814909225,0,0,3,1,0,0,0,1.353483611050204,1.0
1559,18,1,2,0,1.7514912597247645,8,1,2,1,1,0,0,2.3945747683826992,3.0
1560,16,0,1,1,12.67699637470648,5,0,3,1,0,1,0,1.6330704846178943,2.0
1561,18,1,2,4,18.29232909030383,19,0,3,0,1,0,0,3.4162197420620006,5.0
1562,17,1,0,2,4.17303826316862,25,0,4,0,0,1,0,4.223603294051618,5.0
1563,17,1,3,0,13.305456724738216,29,1,3,0,0,1,0,4.216513359984882,5.0
1564,17,0,1,1,1.5739715341501892,6,0,0,0,0,1,0,2.671688288738283,4.0
1565,18,0,2,2,12.07510287675226,8,0,3,1,0,0,0,2.281534564205497,3.0
1566,16,0,2,2,3.278634419064055,4,1,4,1,0,0,0,1.7551177967338223,2.0
1567,16,0,0,2,14.71907121030356,13,1,4,1,0,0,0,2.1343252509797983,3.0
1568,18,0,2,4,6.024625895878164,4,0,1,0,0,0,0,2.673673243533347,4.0
1569,17,0,0,1,9.267820176092926,7,1,3,0,1,1,0,1.696933321357419,2.0
1570,17,0,0,2,11.988610840552434,6,0,1,0,0,0,0,2.5107817622434703,4.0
1571,16,1,0,2,3.425468213324792,12,1,1,1,1,1,0,2.399735813092671,3.0
1572,17,1,3,2,14.832756372352415,12,0,3,0,0,0,0,2.880828507965191,4.0
1573,15,1,2,1,6.052806812736291,7,0,4,0,0,0,0,2.477305452108517,3.0
1574,16,0,2,4,13.24743719825507,10,1,2,0,0,0,0,2.524145889799755,4.0
1575,17,0,2,3,3.165661013987473,27,1,3,1,0,0,0,4.217190765948576,5.0
1576,16,0,1,2,13.762353184127004,25,0,0,1,0,0,0,4.233595130507966,5.0
1577,15,0,3,2,2.563761456209235,17,1,0,1,0,0,0,3.7163779224521694,5.0
1578,16,0,0,1,8.507129925399672,24,0,2,1,0,0,0,4.356854067249639,5.0
1579,16,1,0,2,4.944121474777536,18,1,2,0,0,0,0,3.3307697827016,5.0
1580,16,1,0,2,14.96750498856365,5,0,3,0,0,0,0,1.7179299494062472,2.0
1581,16,0,2,2,5.240700090137491,21,0,2,0,1,0,0,4.2562859830352835,5.0
1582,15,0,2,4,17.634346127907925,1,0,2,0,0,0,1,1.6749331568210915,2.0
1583,18,0,0,2,17.836404228132256,27,0,2,1,1,0,1,3.815480235598336,5.0
1584,16,0,0,1,3.928826304455717,12,0,1,0,0,0,0,3.3834639012547854,5.0
1585,16,1,2,2,12.276918900154485,22,0,4,0,0,0,0,3.416916029116097,5.0
1586,17,0,0,1,1.7543528343992865,24,0,2,0,0,0,0,4.815748510909636,5.0
1587,16,0,2,1,7.830741992032584,27,1,2,0,0,0,0,4.527818957790974,5.0
1588,17,0,3,1,14.266434590025446,25,0,3,1,1,0,0,3.7006444821912705,5.0
1589,18,0,0,2,13.188464936998326,10,0,2,0,0,0,1,2.620371716793068,4.0
1590,15,1,0,2,12.49401338813216,0,0,3,0,0,0,0,1.4337168700328897,1.0
1591,15,0,2,2,5.650817273248872,23,0,1,0,0,0,0,4.721652429130366,5.0
1592,18,0,2,2,7.560498988688041,1,0,1,0,0,0,0,2.5784531172284533,4.0
1593,15,1,1,2,2.058922894005724,29,0,4,0,1,0,1,4.382319576408628,5.0
1594,18,1,3,1,14.38045640867202,16,0,3,0,0,0,0,3.195273342162616,5.0
1595,18,1,0,3,10.077775935825471,7,0,2,1,0,0,0,2.364791870361747,3.0
1596,18,0,1,1,14.175312646913092,1,0,3,0,0,0,1,1.5639746112304271,2.0
1597,15,0,2,1,4.978870495937455,5,0,4,0,0,1,1,2.2626220738372402,3.0
1598,17,1,2,2,6.488764572701324,21,1,1,1,0,0,1,3.8533039202047448,5.0
1599,18,1,0,1,6.684306745202293,4,0,0,0,0,0,0,2.5947324742358515,4.0
1600,16,1,2,0,0.514848194944324,15,1,2,0,0,1,0,3.474717951073809,5.0
1601,15,1,1,2,6.82095745661247,7,0,1,1,1,0,0,2.553842919364176,4.0
1602,18,1,0,2,16.06609147036067,18,1,1,1,0,1,0,3.0470469877450537,5.0
1603,18,1,0,2,17.94596991499477,15,0,3,1,0,0,0,2.706912808611008,4.0
1604,16,0,2,4,10.364366312718548,12,0,0,0,0,1,0,3.5283279705202366,5.0
1605,17,0,0,2,9.110033904384403,25,1,3,0,0,0,1,3.8932865022463288,5.0
1606,17,0,0,3,0.6164923739874051,19,0,2,0,1,0,1,3.794143024294365,5.0
